pmid,title,journal,pubdate,query_families,keyword_domains,priority_score,candidate_status
38827342,"The Effect of Bacillus Cereus on the Ion Homeostasis, Growth Parameters, and the Expression of Some Genes of Artemisinin Biosynthesis Pathway in Artemisia Absinthium Under Salinity Stress.",Iranian journal of biotechnology,2024 Jan,sesquiterpene_lactone;biosynthesis_genes,lactone;genomics,3,title_priority_only
35856479,Phytochemical study of Seriphidium khorassanicum (syn. Artemisia khorassanica) aerial parts: sesquiterpene lactones with anti-protozoal activity.,Natural product research,2024 Jan-Feb,terpene_essential_oil;sesquiterpene_lactone;safety,chemistry;lactone,3,title_priority_only
39035813,"Persianolide-A, an eudesmanolide-type sesquiterpene lactone from Artemisia kopetdaghensis, induces apoptosis by regulating ERK signaling pathways.",Research in pharmaceutical sciences,2024 Jun,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
38930948,Chemical Composition and Cytotoxicity Evaluation of Artemisia judaica L. Essential Oil from Saudi Arabia.,"Molecules (Basel, Switzerland)",2024 Jun 18,terpene_essential_oil,chemistry;phenotype,3,title_priority_only
38735012,Functional characterisation of Artemisia annua jasmonic acid carboxyl methyltransferase: a key enzyme enhancing artemisinin biosynthesis.,Planta,2024 May 12,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
39598260,Novel Differentially Expressed LncRNAs Regulate Artemisinin Biosynthesis in Artemisia annua.,"Life (Basel, Switzerland)",2024 Nov 12,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic;safety,lactone;genomics,3,title_priority_only
39590312,The Antiviral and Antimalarial Prodrug Artemisinin from the Artemisia Species: A Review.,Current issues in molecular biology,2024 Oct 28,sesquiterpene_lactone;antiparasitic,lactone;phenotype,3,title_priority_only
39440419,A bHLH transcription factor AaMYC2-type positively regulates glandular trichome density and artemisinin biosynthesis in Artemisia annua.,Physiologia plantarum,2024 Sep-Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
40901832,Cadinapyridine sesquiterpene alkaloids from Artemisia annua and in vitro cytotoxicity and antiplasmodial activities.,PloS one,2025,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;phenotype,3,title_priority_only
41358348,Chemical variability for authenticated and commercial Artemisia absinthium L. essential oils with thujones on tephritid fruit flies: Mediterranean fruit fly Ceratitis capitata (Wiedemann) and Caribbean fruit fly Anastrepha suspensa (Loew).,Frontiers in plant science,2025,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
40835905,Genome-wide analysis of the AarPDR gene family in Artemisia argyi and its potential role in regulating terpenoids transport.,BMC plant biology,2025 Aug 20,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics,3,title_priority_only
40870612,Toxicity and Detoxification Enzyme Inhibition in the Two-Spotted Spider Mite (Tetranychus urticae Koch) by Artemisia annua L. Essential Oil and Its Major Monoterpenoids.,Insects,2025 Aug 5,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
39189077,AaMYC3 bridges the regulation of glandular trichome density and artemisinin biosynthesis in Artemisia annua.,Plant biotechnology journal,2025 Feb,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
39671784,Sesquiterpene lactone from Artemisia argyi inhibited cancer proliferation by inducing apoptosis and ferroptosis via key cell metabolism enzyme NDUFA4.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2025 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;safety,chemistry;lactone,3,title_priority_only
40729014,"Genome-Wide Analysis of Oxidosqualene Cyclase Genes in Artemisia annua: Evolution, Expression, and Potential Roles in Triterpenoid Biosynthesis.",Current issues in molecular biology,2025 Jul 14,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics,3,title_priority_only
38403974,"Chemical composition and toxicity of Moroccan mentha spicata and Artemisia absinthium essential oils against Pthorimaea operculella, the potato moth.",Natural product research,2025 Jun,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
38538562,"Serbian Artemisia species - chemical composition, acute toxicity and larvicidal activity of the essential oils.",Natural product research,2025 Jun,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
39889862,"Sesquiterpene lactones from Artemisia porrecta Krasch.ex Poljakov and their anti-inflammatory, cytotoxic and anti-vitiligo activities.",Phytochemistry,2025 Jun,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,3,title_priority_only
40141085,"AaMYB121, a Novel R2-MYB-like Transcription Factor, Regulates Artemisinin Biosynthesis in Artemisia annua.",International journal of molecular sciences,2025 Mar 9,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
40256890,Transcription factor AabHLH5 participates in JA signaling and negatively regulates artemisinin biosynthesis in Artemisia annua.,Physiologia plantarum,2025 Mar-Apr,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
41028755,Single-nucleus transcriptomics reveal the morphogenesis and artemisinin biosynthesis in Artemisia annua glandular trichomes.,Nature communications,2025 Sep 30,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
41644687,Differential effects of biologically and chemically synthesized copper oxide nanoparticles on artemisinin biosynthesis gene expression in Artemisia absinthium.,Scientific reports,2026 Feb 5,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
41147465,Jasmonate-Activated AaWRKY9-AabHLH93/AabHLH93-AaMYB7 Complexes Balance Artemisinin Biosynthesis in Artemisia annua.,Plant biotechnology journal,2026 Mar,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
41344119,"Identification and quantification of sesquiterpenes, alkaloids, flavonoids and coumarins in Artemisia annua L: Potential artemisinin activity-enhancing compounds.",Journal of pharmaceutical and biomedical analysis,2026 Mar 15,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
29007534,Indian Santonin: Extracted from the Indian Species of Artemisia Maritima.,The Indian medical gazette,1924 Nov,sesquiterpene_lactone,lactone,2,title_priority_only
14355397,[Effectiveness of the treatment of ascariasis with santonin prepared from Artemisia transiliensis].,Meditsinskaia parazitologiia i parazitarnye bolezni,1954 Oct-Dec,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
13258314,[Santonin from domestic Artemisia maritima].,Acta poloniae pharmaceutica,1955,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
13613955,[Biology of the santonin plants. II. Photoperiodic studies and observations on Artemisia maritima].,Die Pharmazie,1958 Sep,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
13755611,The colorimetric determination of santonin in Artemisia.,The Journal of pharmacy and pharmacology,1960 Sep,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
14460771,[Studies on the chemical and botanical properties of Artemisia kurramensis Qazilbash cultivated in Japan. II. Components of santonin].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1962 Jan,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
14460773,[Studies on the chemical and botanical properties of Artemisia kurramensis Qazilbash cultivated in Japan. III. Components of the essential oil].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1962 Jan,terpene_essential_oil,chemistry,2,title_priority_only
14460774,[Studies on the chemical and botanical properties of Artemisia kurramensis Qazilbash cultivated in Japan. I. Improvement of gravimetric analysis of santonin in crude drugs and santonin content of Artemisia kurramensis].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1962 Jan,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
13937378,[Studies on the essential oils of Artemisia annua L. V].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1962 Sep,terpene_essential_oil,chemistry,2,title_priority_only
14345298,[POLAROGRAPHIC DETERMINATION OF SANTONIN IN ARTEMISIA CINA].,Aptechnoe delo,1965 Jan-Feb,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
4963443,Antibacterial action of essential oils of Artemisia as an ecological factor. I. Antibacterial action of the volatile oils of Artemisia tridentata and Artemisia nova on aerobic bacteria.,Applied microbiology,1967 Jul,terpene_essential_oil,chemistry,2,title_priority_only
5649859,Antibacterial action of essential oils of Artemisia as an ecological factor. II. Antibacterial action of the volatile oils of Artemisia tridentata (big sagebrush) on bacteria from the rumen of mule deer.,Applied microbiology,1968 Mar,terpene_essential_oil,chemistry,2,title_priority_only
5119016,Monoterpenes of some Artemisia and Tanacetum species grown in England.,Planta medica,1971 Sep,terpene_essential_oil,chemistry,2,title_priority_only
962558,"[Substances first isolated from the essential oils of two artemisia-species, 1. Spathulenol, an azulenogenic C15-alcohol (author's title)].",Archiv der Pharmazie,1976 Jun,terpene_essential_oil,chemistry,2,title_priority_only
854549,[Chemical study of Artemisia pontica essential oil (author's transl)].,Planta medica,1977 Feb,terpene_essential_oil,chemistry,2,title_priority_only
7257792,[TLC separation and densitometry of alpha-and beta-santonin in Artemisia (author's transl)].,Yao xue xue bao = Acta pharmaceutica Sinica,1980 Nov,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
7341156,[Pharmacological studies on the antiasthmatic principle of essential oil of artemisia argyi--terpinenol-4 (author's transl)].,Zhonghua jie he he hu xi xi ji bing za zhi = Chinese journal of tuberculosis and respiratory diseases,1981 Aug,terpene_essential_oil;safety,chemistry,2,title_priority_only
7162537,The anthelmintic efficacy of Artemisia herba-alba against Haemonchus contortus infection in goats.,National Institute of Animal Health quarterly,1982 Fall,antiparasitic,phenotype,2,title_priority_only
17402082,[A chemical study of the essential oil from Artemisia arborescens].,Planta medica,1982 Jan,terpene_essential_oil,chemistry,2,title_priority_only
17405093,Constituents of Essential Oil of Artemisia arborescens.,Planta medica,1983 Jan,terpene_essential_oil;safety,chemistry,2,title_priority_only
17404981,Constituents of the Essential Oil of Artemisia coerulescens.,Planta medica,1983 Jul,terpene_essential_oil;safety,chemistry,2,title_priority_only
6387056,Isolation of artemisinin (qinghaosu) from Artemisia annua growing in the United States.,Journal of natural products,1984 Jul-Aug,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
3887571,Qinghaosu (artemisinin): an antimalarial drug from China.,"Science (New York, N.Y.)",1985 May 31,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;phenotype,2,title_priority_only
3760887,Production of artemisinin in tissue cultures of Artemisia annua.,Journal of natural products,1986 May-Jun,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only
17345348,"Formation of Artemisinin in Artemisia annua During One Vegetation Period*,1.",Planta medica,1986 Oct,sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
3307655,"The chemotherapy of rodent malaria, XL. The action of artemisinin and related sesquiterpenes.",Annals of tropical medicine and parasitology,1986 Oct,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,2,title_priority_only
3328341,The effect of combinations of qinghaosu (artemisinin) with standard antimalarial drugs in the suppressive treatment of malaria in mice.,Transactions of the Royal Society of Tropical Medicine and Hygiene,1987,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only
17269021,Effect of Sterol Inhibitors on the Incorporation of 14C-Isopentenyl Pyrophosphate into Artemisinin by a Cell-Free System from Artemisia annua Tissue Cultures and Plants.,Planta medica,1987 Jun,sesquiterpene_lactone;diterpene_triterpene,lactone,2,title_priority_only
3188918,"[Rupestonic acid, a new sesquiterpene from Artemisia rupestris L].",Yao xue xue bao = Acta pharmaceutica Sinica,1988 Feb,terpene_essential_oil,chemistry,2,title_priority_only
17265330,Evalutation of Artemisia annua strains for higher artemisinin production.,Planta medica,1988 Oct,sesquiterpene_lactone,lactone,2,title_priority_only
2615436,"Analgesic, antipyretic and anti-inflammatory activity of the essential oil of Artemisia caerulescens subsp. gallica.",Journal of ethnopharmacology,1989 Dec,terpene_essential_oil;safety,chemistry,2,title_priority_only
2601360,Pharmacological screening and antimicrobial activity of the essential oil of Artemisia caerulescens subsp. gallica.,Journal of ethnopharmacology,1989 Sep,terpene_essential_oil;safety,chemistry,2,title_priority_only
2329806,Preliminary toxicity studies on ethanol extracts of the aerial parts of Artemisia abyssinica and A. Inculta in mice.,Journal of ethnopharmacology,1990 Feb,safety,phenotype,2,title_priority_only
2095374,The gastric cytoprotective effect of several sesquiterpene lactones.,Journal of natural products,1990 Jul-Aug,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,2,title_priority_only
2401532,"Toxicity of capillin, the insecticidal principle of Artemisia nilagirica Clarke.",Indian journal of experimental biology,1990 Jun,safety,phenotype,2,title_priority_only
2213035,ent-kauranoid diterpenes from Artemisia sacrorum.,Journal of natural products,1990 May-Jun,terpene_essential_oil;diterpene_triterpene,chemistry,2,title_priority_only
2255584,Artemisia annua L.: a source of novel antimalarial drugs.,Pharmaceutisch weekblad. Scientific edition,1990 Oct 19,sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,phenotype,2,title_priority_only
2255213,Screening of Artemisia absinthium for antimalarial effects on Plasmodium berghei in mice: a preliminary report.,Journal of ethnopharmacology,1990 Sep,antiparasitic,phenotype,2,title_priority_only
1755047,Trial of antimalarial potential of extracts of Artemisia annua grown in Myanmar.,Transactions of the Royal Society of Tropical Medicine and Hygiene,1991 Jul-Aug,antiparasitic,phenotype,2,title_priority_only
1303339,[Studies on the antimalarial action of gelatin capsule of Artemisia annua].,Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi = Chinese journal of parasitology & parasitic diseases,1992,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,phenotype,2,title_priority_only
1431937,Stereoselective synthesis and antimalarial activity of alpha-artelinic acid from artemisinin.,Journal of natural products,1992 Aug,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only
1304756,[Chemical studies on essential oils from 6 Artemisia species].,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,1992 Dec,terpene_essential_oil,chemistry,2,title_priority_only
24213368,Antimalarial activity of Artemisia annua flavonoids from whole plants and cell cultures.,Plant cell reports,1992 Nov,sesquiterpene_lactone;antiparasitic,phenotype,2,title_priority_only
1480664,Analysis of the essential oil of Artemisia lobelii All.,Die Pharmazie,1992 Oct,terpene_essential_oil,chemistry,2,title_priority_only
8496704,A rapid screening method for artemisinin and its congeners using ms/ms: search for new analogues in Artemisia annua.,Journal of natural products,1993 Apr,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
8205606,Antifungal activity of essential oil from Artemisia afra Jacq.,The Central African journal of medicine,1993 Jul,terpene_essential_oil,chemistry,2,title_priority_only
8264720,Fungitoxicity of essential oils against dermatophytes.,Mycoses,1993 May-Jun,terpene_essential_oil,chemistry;phenotype,2,title_priority_only
8112519,Protective effect of Artemisia scoparia extract against acetaminophen-induced hepatotoxicity.,General pharmacology,1993 Nov,biosynthesis_genes;safety,phenotype,2,title_priority_only
8021651,"Mucus synthesis and sulfhydryl groups in cytoprotection mediated by dehydroleucodine, a sesquiterpene lactone.",Journal of natural products,1994 Apr,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,2,title_priority_only
7951130,Progress in the research of artemisinin-related antimalarials: an update.,Pharmacy world & science : PWS,1994 Aug 5,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;phenotype,2,title_priority_only
8134418,Cytotoxic terpenoids and flavonoids from Artemisia annua.,Planta medica,1994 Feb,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,title_priority_only
17238070,Developmental studies of Artemisia annua: flowering and artemisinin production under greenhouse and field conditions.,Planta medica,1995 Apr,sesquiterpene_lactone,lactone,2,title_priority_only
17238088,"Relationship of artemisinin content of tissue-cultured, greenhouse-grown, and field-grown plants of Artemisia annua.",Planta medica,1995 Aug,sesquiterpene_lactone,lactone,2,title_priority_only
17238081,Selection of high artemisinin yielding Artemisia annua.,Planta medica,1995 Jun,sesquiterpene_lactone,lactone,2,title_priority_only
7590079,Preventive and curative effects of Artemisia absinthium on acetaminophen and CCl4-induced hepatotoxicity.,General pharmacology,1995 Mar,safety,phenotype,2,title_priority_only
8588880,Immunoquantitative analysis of artemisinin from Artemisia annua using polyclonal antibodies.,Phytochemistry,1996 Jan,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
8855361,"Bioactive constituents of Chinese natural medicines. I. New sesquiterpene ketones with vasorelaxant effect from Chinese moxa, the processed leaves of Artemisia argyi Levl. et Vant.: moxartenone and moxartenolide.",Chemical & pharmaceutical bulletin,1996 Sep,terpene_essential_oil;diterpene_triterpene,chemistry,2,title_priority_only
9037139,State of the art of the production of the antimalarial compound artemisinin in plants.,Plant molecular biology,1997 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,2,title_priority_only
9013864,Sesquiterpene lactone containing Mexican Indian medicinal plants and pure sesquiterpene lactones as potent inhibitors of transcription factor NF-kappaB.,FEBS letters,1997 Jan 27,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,2,title_priority_only
9342955,Artekeiskeanin A: a new coumarin-monoterpene ether from Artemisia keiskeana.,Planta medica,1997 Oct,terpene_essential_oil,chemistry,2,title_priority_only
9409011,Extraction of artemisinin and artemisinic acid from Artemisia annua L. using supercritical carbon dioxide.,Journal of chromatography. A,1997 Oct 17,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
11938970,[Progress in studies on the artemisinin (qinghaosu)-type antimalarials].,Yao xue xue bao = Acta pharmaceutica Sinica,1998,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only
9702527,EPR evidence for the involvement of free radicals in the iron-catalysed decomposition of qinghaosu (artemisinin) and some derivatives; antimalarial action of some polycyclic endoperoxides.,Free radical research,1998 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,2,title_priority_only
9748386,Antimalarial principles from Artemisia indica.,Journal of natural products,1998 Sep,antiparasitic,phenotype,2,title_priority_only
11254028,New guaianolides from Artemisia selengensis.,Journal of Asian natural products research,1999,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene,lactone,2,title_priority_only
10212442,"Comparative evaluation of the antimicrobial activities of essential oils of Artemisia afra, Pteronia incana and Rosmarinus officinalis on selected bacteria and yeast strains.",Letters in applied microbiology,1999 Apr,terpene_essential_oil,chemistry,2,title_priority_only
10479327,Isolation and identification of dihydroartemisinic acid hydroperoxide from artemisia annua: A novel biosynthetic precursor of artemisinin.,Journal of natural products,1999 Aug,sesquiterpene_lactone,lactone,2,title_priority_only
10630114,Seasonal variations of Artemisinin and its biosynthetic precursors in tetraploid Artemisia annua plants compared with the diploid wild-type.,Planta medica,1999 Dec,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
10083848,Mono- and sesquiterpenes and antifungal constituents from Artemisia species.,Planta medica,1999 Feb,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,title_priority_only
10563881,Influence of plant growth stage on the essential oil content and composition in Davana (Artemisia pallens wall.).,Journal of agricultural and food chemistry,1999 Jan,terpene_essential_oil,chemistry,2,title_priority_only
10626375,"Amorpha-4,11-diene synthase catalyses the first probable step in artemisinin biosynthesis.",Phytochemistry,1999 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,2,title_priority_only
10486140,"Cloning, expression, and characterization of epi-cedrol synthase, a sesquiterpene cyclase from Artemisia annua L.",Archives of biochemistry and biophysics,1999 Sep 15,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry,2,title_priority_only
10665980,Current status of artemisinin and its derivatives as antimalarial drugs.,Life sciences,2000,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;phenotype,2,title_priority_only
10780563,The sesquiterpene lactone dehydroleucodine (DhL) affects the growth of cultured epimastigotes of Trypanosoma cruzi.,The Journal of parasitology,2000 Apr,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,2,title_priority_only
11317598,"Ineffectiveness of essential oils from Artemisia afra (Asteraceae), Lantana angiolensis (Verbenaceae) and Syzygium hiullense (Myrtaceae) in inhibiting mosquito biting.",The Central African journal of medicine,2000 Aug,terpene_essential_oil,chemistry,2,title_priority_only
11141102,Guaiane dimers and germacranolide from Artemisia caruifolia.,Journal of natural products,2000 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,lactone,2,title_priority_only
14658510,Repellency and toxicity of oil from Artemisia annua to certain stored-product beetles.,Journal of economic entomology,2000 Feb,terpene_essential_oil;safety,phenotype,2,title_priority_only
10865468,Terpenoids and flavonoids from Artemisia species.,Planta medica,2000 May,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,title_priority_only
11105585,"Triterpenoids, p-coumaric acid esters and flavonoids from Artemisia igniaria.",Planta medica,2000 Oct,terpene_essential_oil;diterpene_triterpene,chemistry,2,title_priority_only
11449517,A new germacranolide from Artemisia pallens.,Fitoterapia,2000 Sep,terpene_essential_oil;sesquiterpene_lactone,lactone,2,title_priority_only
10996256,Cloning and molecular analysis of two new sesquiterpene cyclases from Artemisia annua L.,Plant science : an international journal of experimental plant biology,2000 Sep 8,sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,chemistry,2,title_priority_only
11341733,"Genome size in 21 Artemisia L. species (Asteraceae, Anthemideae): systematic, evolutionary, and ecological implications.",Genome,2001 Apr,genomics_phylogenomics,genomics,2,title_priority_only
11561861,"Toxicity, feeding deterrence, and effect of activity of 1,8-cineole from Artemisia annua on progeny production of Tribolium castanaeum (Coleoptera: Tenebrionidae).",Journal of economic entomology,2001 Aug,terpene_essential_oil;safety,phenotype,2,title_priority_only
11772351,The genetics of artemisinin content in Artemisia annua L. and the breeding of high yielding cultivars.,Current medicinal chemistry,2001 Dec,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only
11217106,Triterpenes and lignans from Artemisia caruifolia and their cytotoxic effects on meth-A and LLC tumor cell lines.,Chemical & pharmaceutical bulletin,2001 Feb,terpene_essential_oil;diterpene_triterpene,chemistry,2,title_priority_only
11233109,Acaricidal properties of Artemisia absinthium and Tanacetum vulgare (Asteraceae) essential oils obtained by three methods of extraction.,Journal of economic entomology,2001 Feb,terpene_essential_oil;safety,chemistry,2,title_priority_only
11289612,"Amorpha-4,11-diene synthase: cloning and functional expression of a key enzyme in the biosynthetic pathway of the novel antimalarial drug artemisinin.",Planta,2001 Feb,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;phenotype,2,title_priority_only
11181083,Purification and characterization of an enzyme involved in biochemical transformation of arteannuin B to artemisinin from Artemisia annua.,Biochemical and biophysical research communications,2001 Feb 23,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone,2,title_priority_only
11268106,"The antioxidant activity of the essential oils of Artemisia afra, Artemisia abyssinica and Juniperus procera.",Phytotherapy research : PTR,2001 Mar,terpene_essential_oil;biosynthesis_genes,chemistry,2,title_priority_only
12587172,[Analysis of essential oil from Artemisia annul L. by extraction of different methods].,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,2001 Mar,terpene_essential_oil,chemistry,2,title_priority_only
11578659,Artemisinin and its derivatives: an important new class of antimalarial agents.,Pharmacology & therapeutics,2001 May-Jun,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,lactone;phenotype,2,title_priority_only
11975484,Dimeric guaianolides and a fulvenoguaianolide from Artemisia myriantha.,Journal of natural products,2002 Apr,terpene_essential_oil;sesquiterpene_lactone,lactone,2,title_priority_only
11926070,Sesquiterpene lactone dehydroleucodine selectively induces transient arrest in G2 in Allium cepa root meristematic cells.,Protoplasma,2002 Feb,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,2,title_priority_only
11809456,"The monoterpenes of Artemisia tridentata ssp. vaseyana, Artemisia cana ssp. viscidula and Artemisia tridentata ssp. spiciformis.",Phytochemistry,2002 Jan,terpene_essential_oil;diterpene_triterpene,chemistry,2,title_priority_only
11784134,Structure-activity relationships of the antimalarial agent artemisinin. 6. The development of predictive in vitro potency models using CoMFA and HQSAR methodologies.,Journal of medicinal chemistry,2002 Jan 17,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only
11833740,Simple and rapid physico-chemical methods to examine action of antimalarial drugs with hemin: its application to Artemisia annua constituents.,Life sciences,2002 Jan 4,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,phenotype,2,title_priority_only
12135497,"Fusion of farnesyldiphosphate synthase and epi-aristolochene synthase, a sesquiterpene cyclase involved in capsidiol biosynthesis in Nicotiana tabacum.",European journal of biochemistry,2002 Jul,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics,2,title_priority_only
11853748,Germacranolides from Artemisia myriantha and their conformation.,Phytochemistry,2002 Mar,terpene_essential_oil;sesquiterpene_lactone,lactone,2,title_priority_only
12164281,Antimicrobial properties of the essential oil of Artemisia asiatica Nakai.,Phytotherapy research : PTR,2002 May,terpene_essential_oil,chemistry,2,title_priority_only
12428948,Antifungal constituents of the essential oil fraction of Artemisia dracunculus L. Var. dracunculus.,Journal of agricultural and food chemistry,2002 Nov 20,terpene_essential_oil,chemistry,2,title_priority_only
12385883,Antibacterial and antioxidant activities of Artemisia annua essential oil.,Fitoterapia,2002 Oct,terpene_essential_oil,chemistry,2,title_priority_only
12110308,Molecular docking and 3-D-QSAR studies on the possible antimalarial mechanism of artemisinin analogues.,Bioorganic & medicinal chemistry,2002 Sep,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,2,title_priority_only
12709893,"Artemisinin, a novel antimalarial drug: biochemical and molecular approaches for enhanced production.",Planta medica,2003 Apr,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,2,title_priority_only
12713410,Sesquiterpenoids from Artemisia gilvescens and an anti-MRSA compound.,Journal of natural products,2003 Apr,terpene_essential_oil,chemistry,2,title_priority_only
12789527,Tetraploid Artemisia annua hairy roots produce more artemisinin than diploids.,Plant cell reports,2003 Apr,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only
14746350,Thirteen-week repeated dose toxicity study of wormwood (Artemisia absinthium) extract in rats.,The Journal of toxicological sciences,2003 Dec,safety,phenotype,2,title_priority_only
14750037,Chemical composition and antibacterial activity of essential oil of Artemisia iwayomogi.,Planta medica,2003 Dec,terpene_essential_oil,chemistry,2,title_priority_only
12624823,Composition and antimicrobial activity of the essential oil of Artemisia absinthium from Croatia and France.,Planta medica,2003 Feb,terpene_essential_oil;safety,chemistry,2,title_priority_only
12816510,First enantioselective synthesis and absolute stereochemistry assignment of new monocyclic sesquiterpenes from Artemisia chamaemelifolia.,The Journal of organic chemistry,2003 Jun 27,terpene_essential_oil,chemistry,2,title_priority_only
