pmid,title,journal,pubdate,query_families,keyword_domains,priority_score,candidate_status
16458889,"Artemisia annua L. (Asteraceae) trichome-specific cDNAs reveal CYP71AV1, a cytochrome P450 with a key role in the biosynthesis of the antimalarial sesquiterpene lactone artemisinin.",FEBS letters,2006 Feb 20,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;lactone;genomics;phenotype,5,title_priority_only
3509293,Analysis of the antimalarial sesquiterpene artemisinin in Artemisia annua by high-performance liquid chromatography (HPLC) with postcolumn derivatization and ultraviolet detection.,Pharmaceutical research,1987 Jun,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone;phenotype,4,title_priority_only
11185551,"Amorpha-4,11-diene synthase of Artemisia annua: cDNA isolation and bacterial expression of a terpene synthase involved in artemisinin biosynthesis.",Archives of biochemistry and biophysics,2000 Nov 15,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic;safety,chemistry;lactone;genomics,4,title_priority_only
21030913,The biosynthesis of artemisinin (Qinghaosu) and the phytochemistry of Artemisia annua L. (Qinghao).,"Molecules (Basel, Switzerland)",2010 Oct 28,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;lactone;genomics,4,title_priority_only
22019553,UV-B and UV-C pre-treatments induce physiological changes and artemisinin biosynthesis in Artemisia annua L. - an antimalarial plant.,"Journal of photochemistry and photobiology. B, Biology",2011 Dec 2,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics;phenotype,4,title_priority_only
20874804,Dissection of the phytohormonal regulation of trichome formation and biosynthesis of the antimalarial compound artemisinin in Artemisia annua plants.,The New phytologist,2011 Jan,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics;phenotype,4,title_priority_only
20957501,Methyl jasmonate counteracts boron toxicity by preventing oxidative stress and regulating antioxidant enzyme activities and artemisinin biosynthesis in Artemisia annua L.,Protoplasma,2011 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;genomics;phenotype,4,title_priority_only
21710305,"Arsenic-induced changes in morphological, physiological, and biochemical attributes and artemisinin biosynthesis in Artemisia annua, an antimalarial plant.","Ecotoxicology (London, England)",2011 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;genomics;phenotype,4,title_priority_only
24367814,"Arsenic, chromium and NaCl induced artemisinin biosynthesis in Artemisia annua L.: a valuable antimalarial plant.",Ecotoxicology and environmental safety,2013 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics;phenotype,4,title_priority_only
28197158,Overexpression and Suppression of Artemisia annua 4-Hydroxy-3-Methylbut-2-enyl Diphosphate Reductase 1 Gene (AaHDR1) Differentially Regulate Artemisinin and Terpenoid Biosynthesis.,Frontiers in plant science,2017,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;lactone;genomics,4,title_priority_only
31516509,Sesquiterpene lactones from shoot culture of Artemisia aucheri with cytotoxicity against prostate and breast cancer cells.,Research in pharmaceutical sciences,2019 Aug,sesquiterpene_lactone,chemistry;lactone;phenotype,4,title_priority_only
32932206,Exogenous abscisic acid mediates ROS homeostasis and maintains glandular trichome to enhance artemisinin biosynthesis in Artemisia annua under copper toxicity.,Plant physiology and biochemistry : PPB,2020 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,lactone;genomics;phenotype,4,title_priority_only
41391185,Comparative genomic analysis of Artemisia argyi reveals asymmetric expansion of terpene synthases and conservation of artemisinin biosynthesis.,The Plant journal : for cell and molecular biology,2025 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;lactone;genomics,4,title_priority_only
14495608,[On sesquiterpene lactones of Artemisia leucodes Schrenk].,Meditsinskaia promyshlennost' SSSR,1961 Nov,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
14495607,[On a sesquiterpene lactone from Artemisia austriaca Jacq].,Meditsinskaia promyshlennost' SSSR,1962 Mar,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
14076644,[ON SESQUITERPENE LACTONES FROM SOME SPECIES OF ARTEMISIA].,Meditsinskaia promyshlennost' SSSR,1963 Jun,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
6047536,Sesquiterpene lactones of artemisia species. IV. Douglanine from Artemisia douglasiana Bess.,Tetrahedron letters,1967 Jun,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
6043701,Sesquiterpene lactones of Artemisia species. 3. Arglanine from Artemisia douglasiana Bess.,Tetrahedron letters,1967 May,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
5532413,"Terpene biosynthesis. 3. Biosynthesis of (+)- and (-)-camphor in Artemisia, Salvia, and Chrysanthemum species.",Journal of the Chemical Society. Perkin transactions 1,1970,terpene_essential_oil;biosynthesis_genes,chemistry;genomics,3,title_priority_only
5529836,[Studies on sesquiterpenelactones. 3. Chemical consiitution of mature plants of Artemisia sp].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1970 Sep,terpene_essential_oil,chemistry;lactone,3,title_priority_only
5556509,Allergic contact dermatitis caused by Artemisia and Chrysanthemum species. The role of sesquiterpene lactones.,The Journal of investigative dermatology,1971 Feb,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
4675859,[Studies on sesquiterpene lactones. 8. Chemical constitution of the ratoons of Artemisia feddei collected in Kochi Prefecture].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1972 Dec,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
4738648,[Studies on sesquiterpenelactones. IX. Seasonal variation of chemical constitution of Artemisia feddei collected in Kochi prefecture].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1973 Jun,terpene_essential_oil,chemistry;lactone,3,title_priority_only
4847771,"New monoterpenes from Artemisia filifolia (Torrey). Structure, synthesis, rearrangements, and biosynthesis.",The Journal of organic chemistry,1974 Apr 19,terpene_essential_oil;biosynthesis_genes,chemistry;genomics,3,title_priority_only
7463310,[Studies on sesquiterpenelactones. VI. Chemical constitution of Artemisia feddei Lev. et Van (author's transl)].,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,1980 Jun,terpene_essential_oil,chemistry;lactone,3,title_priority_only
17342606,"Artemisitene, a New Sesquiterpene Lactone Endoperoxide from Artemisia annua.",Planta medica,1985 Oct,sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
17265316,Sesquiterpene lactones from Artemisia assoana.,Planta medica,1988 Oct,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
17226151,Flavonoids and Sesquiterpene Lactones of Artemisia mesatlantica.,Planta medica,1991 Apr,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
22556530,Anthelmintic activity of the essential oil of artemisia pallens wall.,Ancient science of life,1991 Jan,terpene_essential_oil;antiparasitic,chemistry;phenotype,3,title_priority_only
17226480,Artemisinin G: A Sesquiterpene from Artemisia annua.,Planta medica,1992 Jun,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
17226503,Sesquiterpene Lactones and Other Constituents from Artemisia feddei.,Planta medica,1992 Oct,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
8374514,"In vitro biological activities of arglabin, a sesquiterpene lactone from the Chinese herb Artemisia myriantha Wall. (Asteraceae).",Biotechnology therapeutics,1993,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,3,title_priority_only
8463794,Crystal structure of artemisinic acid: a possible biogenetic precursor of antimalarial artemisinin from Artemisia annua.,Journal of natural products,1993 Feb,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,3,title_priority_only
17236047,"Artemisinin, Related Sesquiterpenes, and Essential Oil in Artemisia annua During a Vegetation Period in Vietnam.",Planta medica,1994 Jun,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
8739100,Hairy root culture of Artemisia annua L. by Ri plasmid transformation and biosynthesis of artemisinin.,Chinese journal of biotechnology,1995,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
9369092,Artemisinin: an endoperoxidic antimalarial from Artemisia annua L.,Fortschritte der Chemie organischer Naturstoffe = Progress in the chemistry of organic natural products. Progres dans la chimie des substances organiques naturelles,1997,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;phenotype,3,title_priority_only
17252398,Effect of plant density on the yields of artemisinin and essential oil in Artemisia annua cropped under low input cost management in North-Central India.,Planta medica,1997 Aug,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
10503642,Studies on dynamics of growth and biosynthesis of artemisinin in hairy roots of Artemisia annua L.,Chinese journal of biotechnology,1998,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
9745767,Lignans and sesquiterpene lactones from Artemisia sieversiana and Inula racemosa.,Phytochemistry,1998 Sep,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
17260242,Production of Artemisinin and Related Sesquiterpenes in Japanese Artemisia annua During a Vegetation Period.,Planta medica,1999 Feb,sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
10096851,Isolation and identification of dihydroartemisinic acid from artemisia annua and its possible role in the biosynthesis of artemisinin.,Journal of natural products,1999 Mar,sesquiterpene_lactone;biosynthesis_genes,lactone;genomics,3,title_priority_only
10705736,Seasonal variation of artemisinin and its biosynthetic precursors in plants of Artemisia annua of different geographical origin: proof for the existence of chemotypes.,Planta medica,2000 Feb,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
11032404,"Molecular cloning, expression, and characterization of amorpha-4,11-diene synthase, a key enzyme of artemisinin biosynthesis in Artemisia annua L.",Archives of biochemistry and biophysics,2000 Sep 15,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
12094294,Antiulcerogenic activity of some sesquiterpene lactones isolated from Artemisia annua.,Planta medica,2002 Jun,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;antiparasitic,chemistry;lactone,3,title_priority_only
12391550,"Synergistic induction of 1,25-dihydroxyvitamin D(3)- and all-trans-retinoic acid-induced differentiation of HL-60 leukemia cells by yomogin, a sesquiterpene lactone from Artemisia princeps.",Planta medica,2002 Oct,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene,chemistry;lactone,3,title_priority_only
15095151,Studies on the effects of fpf1 gene on Artemisia annua flowering time and on the linkage between flowering and artemisinin biosynthesis.,Planta medica,2004 Apr,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
15497944,Polyol monoterpenes and sesquiterpene lactones from the Pacific Northwest plant Artemisia suksdorfii.,Journal of natural products,2004 Oct,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
15554256,A new sesquiterpene lactone from Artemisia rubripes nakai.,Archives of pharmacal research,2004 Oct,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
15381410,"Biosynthesis of the irregular monoterpene artemisia ketone, the sesquiterpene germacrene D and other isoprenoids in Tanacetum vulgare L. (Asteraceae).",Phytochemistry,2004 Sep,terpene_essential_oil;diterpene_triterpene;biosynthesis_genes;safety,chemistry;genomics,3,title_priority_only
15678372,Identification of intermediates and enzymes involved in the early steps of artemisinin biosynthesis in Artemisia annua.,Planta medica,2005 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
16719805,"From artemisinin to new artemisinin antimalarials: biosynthesis, extraction, old and new derivatives, stereochemistry and medicinal chemistry requirements.",Current topics in medicinal chemistry,2006,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics;phenotype,3,title_priority_only
17628838,Artemisinin and sesquiterpene precursors in dead and green leaves of Artemisia annua L. crops.,Planta medica,2007 Aug,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;lactone,3,title_priority_only
17099845,Earlier flowering induced by over-expression of CO gene does not accompany increase of artemisinin biosynthesis in Artemisia annua.,"Plant biology (Stuttgart, Germany)",2007 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
18257222,[Advances in sesquiterpene synthases cyclases of Artemisia annua].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,2007 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,3,title_priority_only
18495659,The molecular cloning of artemisinic aldehyde Delta11(13) reductase and its role in glandular trichome-dependent biosynthesis of artemisinin in Artemisia annua.,The Journal of biological chemistry,2008 Aug 1,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
19007951,Sesquiterpene lactones from the endemic Cape Verdean Artemisia gorgonum.,Phytochemistry,2008 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,3,title_priority_only
18191938,Toxicity of artemisinin [Artemisia annua L.] in two different periods of pregnancy in Wistar rats.,"Reproductive toxicology (Elmsford, N.Y.)",2008 Feb,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,lactone;phenotype,3,title_priority_only
19548188,Secondary metabolic profiling and artemisinin biosynthesis of two genotypes of Artemisia annua.,Planta medica,2009 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
19880398,"Isolation and characterization of AaWRKY1, an Artemisia annua transcription factor that regulates the amorpha-4,11-diene synthase gene, a key gene of artemisinin biosynthesis.",Plant & cell physiology,2009 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
19521701,Salicylic acid activates artemisinin biosynthesis in Artemisia annua L.,Plant cell reports,2009 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
19664791,Localization of enzymes of artemisinin biosynthesis to the apical cells of glandular secretory trichomes of Artemisia annua L.,Phytochemistry,2009 Jun,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
19053512,"Genepolide, a sesterpene gamma-lactone with a novel carbon skeleton from mountain wormwood (Artemisia umbelliformis).",Journal of natural products,2009 Mar 27,terpene_essential_oil;sesquiterpene_lactone;safety,chemistry;lactone,3,title_priority_only
19551613,Overexpression of the HMG-CoA reductase gene leads to enhanced artemisinin biosynthesis in transgenic Artemisia annua plants.,Planta medica,2009 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
20819704,[Genetic and breeding of Artemisia annua L. for a sustainable production of the antimalarial drug artemisinin].,Medecine sciences : M/S,2010 Aug-Sep,terpene_essential_oil;sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,lactone;phenotype,3,title_priority_only
20233108,Sesquiterpene lactone fraction from Artemisia khorassanica inhibits inducible nitric oxide synthase and cyclooxygenase-2 expression through the inactivation of NF-κB.,Immunopharmacology and immunotoxicology,2010 Dec,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,3,title_priority_only
21299136,Caryophyllene oxide-rich essential oils of Lithuanian Artemisia campestris ssp. campestris and their toxicity.,Natural product communications,2010 Dec,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
19932496,Artemisinin biosynthesis in growing plants of Artemisia annua. A 13CO2 study.,Phytochemistry,2010 Feb,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
20000780,Dimeric guaianolides and sesquiterpenoids from Artemisia anomala.,Journal of natural products,2010 Jan,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
20075252,The genetic map of Artemisia annua L. identifies loci affecting yield of the antimalarial drug artemisinin.,"Science (New York, N.Y.)",2010 Jan 15,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;phenotype,3,title_priority_only
19941257,Senescent leaves of Artemisia annua are one of the most active organs for overexpression of artemisinin biosynthesis responsible genes upon burst of singlet oxygen.,Planta medica,2010 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
20486073,The molecular cloning of dihydroartemisinic aldehyde reductase and its implication in artemisinin biosynthesis in Artemisia annua.,Planta medica,2010 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
20886883,"Analysis of sesquiterpene lactones, lignans, and flavonoids in wormwood (Artemisia absinthium L.) using high-performance liquid chromatography (HPLC)-mass spectrometry, reversed phase HPLC, and HPLC-solid phase extraction-nuclear magnetic resonance.",Journal of agricultural and food chemistry,2010 Oct 27,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
22029227,"Sesquiterpene lactone, a potent drug molecule from Artemisia pallens wall with anti-inflammatory activity.",Arzneimittel-Forschung,2011,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene,chemistry;lactone,3,title_priority_only
21480507,In vitro evaluation of antileishmanial activity and toxicity of essential oils of Artemisia absinthium and Echinops kebericho.,Chemistry & biodiversity,2011 Apr,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;phenotype,3,title_priority_only
21666770,Trichomes + roots + ROS = artemisinin: regulating artemisinin biosynthesis in Artemisia annua L.,In vitro cellular & developmental biology. Plant : journal of the Tissue Culture Association,2011 Jun,sesquiterpene_lactone;biosynthesis_genes,lactone;genomics,3,title_priority_only
21184232,Metabolic engineering of artemisinin biosynthesis in Artemisia annua L.,Plant cell reports,2011 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
21509717,Artemisinin biosynthesis enhancement in transgenic Artemisia annua plants by downregulation of the β-caryophyllene synthase gene.,Planta medica,2011 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
21614500,Characterization of development and artemisinin biosynthesis in self-pollinated Artemisia annua plants.,Planta,2011 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
22076766,Effects of vegetative and flowering stages on the biosynthesis of artemisinin in Artemisia species.,Archives of pharmacal research,2011 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
21762766,Actions of Artemisia vulgaris extracts and isolated sesquiterpene lactones against receptors mediating contraction of guinea pig ileum and trachea.,Journal of ethnopharmacology,2011 Sep 1,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;lactone,3,title_priority_only
22393777,Cloning and characterization of trichome-specific promoter of cpr71av1 gene involved in artemisinin biosynthesis in Artemisia annua L.,Molekuliarnaia biologiia,2011 Sep-Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
22315701,Antimalarial Effects of Iranian Flora Artemisia sieberi on Plasmodium berghei In Vivo in Mice and Phytochemistry Analysis of Its Herbal Extracts.,Malaria research and treatment,2012,antiparasitic;safety,chemistry;phenotype,3,title_priority_only
22565787,Functional expression and characterization of sesquiterpene synthases from Artemisia annua L. using transient expression system in Nicotiana benthamiana.,Plant cell reports,2012 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics,3,title_priority_only
22104293,The jasmonate-responsive AP2/ERF transcription factors AaERF1 and AaERF2 positively regulate artemisinin biosynthesis in Artemisia annua L.,Molecular plant,2012 Mar,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
22803354,[Relative expression of genes involved in artemisinin biosynthesis and artemisinin accumulation in different tissues of Artemisia annua].,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,2012 May,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
22986092,First-time comparison of the in vitro antimalarial activity of Artemisia annua herbal tea and artemisinin.,Transactions of the Royal Society of Tropical Medicine and Hygiene,2012 Nov,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,3,title_priority_only
23148700,Facile preparation of bioactive seco-guaianolides and guaianolides from Artemisia gorgonum and evaluation of their phytotoxicity.,Journal of natural products,2012 Nov 26,terpene_essential_oil;sesquiterpene_lactone,lactone;phenotype,3,title_priority_only
24278301,Studies on the expression of sesquiterpene synthases using promoter-β-glucuronidase fusions in transgenic Artemisia annua L.,PloS one,2013,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics,3,title_priority_only
23161198,"Trichome-specific expression of the amorpha-4,11-diene 12-hydroxylase (cyp71av1) gene, encoding a key enzyme of artemisinin biosynthesis in Artemisia annua, as reported by a promoter-GUS fusion.",Plant molecular biology,2013 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
24459478,Chemical composition and general toxicity of essential oils extracted from the aerial parts of Artemisia armeniaca Lam. and A. incana (L.) Druce growing in Iran.,Research in pharmaceutical sciences,2013 Jan,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
23262266,NO inhibitory guaianolide-derived terpenoids from Artemisia argyi.,Fitoterapia,2013 Mar,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
23438177,Rational engineering of plasticity residues of sesquiterpene synthases from Artemisia annua: product specificity and catalytic efficiency.,The Biochemical journal,2013 May 1,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,3,title_priority_only
25050264,Investigating contact toxicity of Geranium and Artemisia essential oils on Bemisia tabaci Gen.,Avicenna journal of phytomedicine,2013 Spring,terpene_essential_oil;safety,chemistry;phenotype,3,title_priority_only
24642483,Overexpression of allene oxide cyclase improves the biosynthesis of artemisinin in Artemisia annua L.,PloS one,2014,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
25136654,Inducing effect of dihydroartemisinic acid in the biosynthesis of artemisinins with cultured cells of Artemisia annua by enhancing the expression of genes.,TheScientificWorldJournal,2014,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
25065946,Artemisia annua L.: evidence of sesquiterpene lactones' fraction antinociceptive activity.,BMC complementary and alternative medicine,2014 Jul 28,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
25002129,In vitro cytotoxicity of Artemisia vulgaris L. essential oil is mediated by a mitochondria-dependent apoptosis in HL-60 leukemic cell line.,BMC complementary and alternative medicine,2014 Jul 7,terpene_essential_oil;biosynthesis_genes;safety,chemistry;phenotype,3,title_priority_only
24629804,Effects of overexpression of AaWRKY1 on artemisinin biosynthesis in transgenic Artemisia annua plants.,Phytochemistry,2014 Jun,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
24802864,Anthelmintic activity of Artemisia annua L. extracts in vitro and the effect of an aqueous extract and artemisinin in sheep naturally infected with gastrointestinal nematodes.,Parasitology research,2014 Jun,sesquiterpene_lactone;antiparasitic,lactone;phenotype,3,title_priority_only
25194528,Transcriptome responses involved in artemisinin production in Artemisia annua L. under UV-B radiation.,"Journal of photochemistry and photobiology. B, Biology",2014 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
24969234,"Cloning and characterization of AabHLH1, a bHLH transcription factor that positively regulates artemisinin biosynthesis in Artemisia annua.",Plant & cell physiology,2014 Sep,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
25518337,[Enhancement of artemisinin biosynthesis in transgenic Artemisia annua L. by overexpressed HDR and ADS genes].,Yao xue xue bao = Acta pharmaceutica Sinica,2014 Sep,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
25735374,Anti-cancer properties of a sesquiterpene lactone-bearing fraction from Artemisia khorassanica.,Asian Pacific journal of cancer prevention : APJCP,2015,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;safety,chemistry;lactone,3,title_priority_only
26495156,Sesquiterpene Lactones from Artemisia Genus: Biological Activities and Methods of Analysis.,Journal of analytical methods in chemistry,2015,sesquiterpene_lactone;antiparasitic,chemistry;lactone,3,title_priority_only
25576188,OSC2 and CYP716A14v2 catalyze the biosynthesis of triterpenoids for the cuticle of aerial organs of Artemisia annua.,The Plant cell,2015 Jan,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics,3,title_priority_only
25578280,"A basic leucine zipper transcription factor, AabZIP1, connects abscisic acid signaling with artemisinin biosynthesis in Artemisia annua.",Molecular plant,2015 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
25040292,Overexpression of artemisinic aldehyde Δ11 (13) reductase gene-enhanced artemisinin and its relative metabolite biosynthesis in transgenic Artemisia annua L.,Biotechnology and applied biochemistry,2015 Jan-Feb,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;genomics,3,title_priority_only
25366131,Arbuscular mycorrhiza increase artemisinin accumulation in Artemisia annua by higher expression of key biosynthesis genes via enhanced jasmonic acid levels.,Mycorrhiza,2015 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,3,title_priority_only
25616735,The activity of the artemisinic aldehyde Δ11(13) reductase promoter is important for artemisinin yield in different chemotypes of Artemisia annua L.,Plant molecular biology,2015 Jul,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;lactone,3,title_priority_only
25999119,Erratum to: The activity of the artemisinic aldehyde Δ11(13) reductase promoter is important for artemisinin yield in different chemotypes of Artemisia annua L.,Plant molecular biology,2015 Jul,terpene_essential_oil;sesquiterpene_lactone,chemistry;lactone,3,title_priority_only
26156581,Proteomic analysis of Artemisia annua--towards elucidating the biosynthetic pathways of the antimalarial pro-drug artemisinin.,BMC plant biology,2015 Jul 9,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone;phenotype,3,title_priority_only
