pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
2255584,Artemisia annua L.: a source of novel antimalarial drugs.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;genomics;antiparasitic;safety;primary_methods,8,pending_manual_review,retrieved
26085047,Antiprotozoal Effect of Artemisia indica Extracts and Essential Oil.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;safety;primary_methods,8,pending_manual_review,retrieved
30942629,Biosynthesis of anti-leishmanial natural products in callus cultures of Artemisia scoparia.,biosynthesis_genes;antiparasitic;safety,chemistry;genomics;antiparasitic;safety;primary_methods,8,pending_manual_review,retrieved
33645121,"[Research advances of biosynthesis, in vivo analysis and pharmacokinetics of chemical constituents in Artemisiae Annuae Herba].",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;genomics;antiparasitic;safety;primary_methods,8,pending_manual_review,retrieved
10996256,Cloning and molecular analysis of two new sesquiterpene cyclases from Artemisia annua L.,sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
11185551,"Amorpha-4,11-diene synthase of Artemisia annua: cDNA isolation and bacterial expression of a terpene synthase involved in artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic;safety,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
11289612,"Amorpha-4,11-diene synthase: cloning and functional expression of a key enzyme in the biosynthetic pathway of the novel antimalarial drug artemisinin.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
12709893,"Artemisinin, a novel antimalarial drug: biochemical and molecular approaches for enhanced production.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
15971573,[Advances in molecular regulation of artemisinin biosynthesis].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
16458889,"Artemisia annua L. (Asteraceae) trichome-specific cDNAs reveal CYP71AV1, a cytochrome P450 with a key role in the biosynthesis of the antimalarial sesquiterpene lactone artemisinin.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
17399751,Functional genomics and the biosynthesis of artemisinin.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
18257222,[Advances in sesquiterpene synthases cyclases of Artemisia annua].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
20084379,DMSO triggers the generation of ROS leading to an increase in artemisinin and dihydroartemisinic acid in Artemisia annua shoot cultures.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
20724645,Reproductive development modulates gene expression and metabolite levels with possible feedback inhibition of artemisinin in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
20874804,Dissection of the phytohormonal regulation of trichome formation and biosynthesis of the antimalarial compound artemisinin in Artemisia annua plants.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
20957501,Methyl jasmonate counteracts boron toxicity by preventing oxidative stress and regulating antioxidant enzyme activities and artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;genomics;antiparasitic;safety,7,pending_manual_review,retrieved
21030913,The biosynthesis of artemisinin (Qinghaosu) and the phytochemistry of Artemisia annua L. (Qinghao).,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
21184232,Metabolic engineering of artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
21468706,β-Cyclodextrins enhance artemisinin production in Artemisia annua suspension cell cultures.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
21509717,Artemisinin biosynthesis enhancement in transgenic Artemisia annua plants by downregulation of the β-caryophyllene synthase gene.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
22393777,Cloning and characterization of trichome-specific promoter of cpr71av1 gene involved in artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
23085820,The effect of roots and media constituents on trichomes and artemisinin production in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
24413765,Transgenic approach to increase artemisinin content in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
24689216,T-DNA insertion alters the terpenoid content composition and bioactivity of transgenic Artemisia annua.,terpene_essential_oil;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
25194528,Transcriptome responses involved in artemisinin production in Artemisia annua L. under UV-B radiation.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
25576188,OSC2 and CYP716A14v2 catalyze the biosynthesis of triterpenoids for the cuticle of aerial organs of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
25616735,The activity of the artemisinic aldehyde Δ11(13) reductase promoter is important for artemisinin yield in different chemotypes of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
26444558,Genetic Transformation of Artemisia carvifolia Buch with rol Genes Enhances Artemisinin Accumulation.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
27250562,"Artemisinin-based antimalarial research: application of biotechnology to the production of artemisinin, its mode of action, and the mechanism of resistance of Plasmodium parasites.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
28001315,GLANDULAR TRICHOME-SPECIFIC WRKY 1 promotes artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
28197158,Overexpression and Suppression of Artemisia annua 4-Hydroxy-3-Methylbut-2-enyl Diphosphate Reductase 1 Gene (AaHDR1) Differentially Regulate Artemisinin and Terpenoid Biosynthesis.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
28440881,Overexpression of a type-I isopentenyl pyrophosphate isomerase of Artemisia annua in the cytosol leads to high arteannuin B production and artemisinin increase.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
29589124,Biotechnological approaches for artemisinin production in Artemisia.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
29936053,A phylogenetic road map to antimalarial Artemisia species.,terpene_essential_oil;sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
30486546,[Mechanism of high temperature promoting artemisinin biosynthesis in Artemisia annua].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
31417596,Flavonoid Versus Artemisinin Anti-malarial Activity in Artemisia annua Whole-Leaf Extracts.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
31552076,The YABBY Family Transcription Factor AaYABBY5 Directly Targets Cytochrome P450 Monooxygenase (CYP71AV1) and Double-Bond Reductase 2 (DBR2) Involved in Artemisinin Biosynthesis in Artemisia Annua.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
31819713,"Identification and characterization of a novel sesquiterpene synthase, 4-amorphen-11-ol synthase, from Artemisia maritima.",sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
31956504,Debottlenecking mevalonate pathway for antimalarial drug precursor amorphadiene biosynthesis in Yarrowia lipolytica.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
32311217,Comprehensive Map of the Artemisia annua Proteome and Quantification of Differential Protein Expression in Chemotypes Producing High versus Low Content of Artemisinin.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
33260767,Genome-Wide Identification of WRKY Genes in Artemisia annua: Characterization of a Putative Ortholog of AtWRKY40.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
34848710,Transcriptional regulation of flavonoid biosynthesis in Artemisia annua by AaYABBY5.,terpene_essential_oil;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
35554686,"Isolation and characterization of AaZFP1, a C2H2 zinc finger protein that regulates the AaIPPI1 gene involved in artemisinin biosynthesis in Artemisia annua.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
36119604,MADS-box gene AaSEP4 promotes artemisinin biosynthesis in Artemisia annua.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
36271612,AabHLH113 integrates jasmonic acid and abscisic acid signaling to positively regulate artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
36311056,Artemisia annua L. plants lacking Bornyl diPhosphate Synthase reallocate carbon from monoterpenes to sesquiterpenes except artemisinin.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
36499227,A Discovery-Based Metabolomic Approach Using UPLC-Q-TOF-MS/MS Reveals Potential Antimalarial Compounds Present in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
37731862,Promoter variations in DBR2-like affect artemisinin production in different chemotypes of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic;safety,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
39368573,Increased artemisinin production in Artemisia annua L. by co-overexpression of six key biosynthetic enzymes.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
41147465,Jasmonate-Activated AaWRKY9-AabHLH93/AabHLH93-AaMYB7 Complexes Balance Artemisinin Biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic;primary_methods,7,pending_manual_review,retrieved
10665980,Current status of artemisinin and its derivatives as antimalarial drugs.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,genomics;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
11784134,Structure-activity relationships of the antimalarial agent artemisinin. 6. The development of predictive in vitro potency models using CoMFA and HQSAR methodologies.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
11833740,Simple and rapid physico-chemical methods to examine action of antimalarial drugs with hemin: its application to Artemisia annua constituents.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
15595609,Progress in the research of artemisinin and its analogues as antimalarials: an update.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
15678372,Identification of intermediates and enzymes involved in the early steps of artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
16488585,Simultaneous analysis of artemisinin and flavonoids of several extracts of Artemisia annua L. obtained from a commercial sample and a selected cultivar.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
16724836,"Cyclization mechanism of amorpha-4,11-diene synthase, a key enzyme in artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
17236047,"Artemisinin, Related Sesquiterpenes, and Essential Oil in Artemisia annua During a Vegetation Period in Vietnam.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
17578608,Effects of arbuscular mycorrhiza and phosphorus application on artemisinin concentration in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
18576826,Natural sesquiterpene lactones are active against Leishmania mexicana.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
19007951,Sesquiterpene lactones from the endemic Cape Verdean Artemisia gorgonum.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
19548188,Secondary metabolic profiling and artemisinin biosynthesis of two genotypes of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
20397218,"Essential-oil composition, antileishmanial, and toxicity study of Artemisia abyssinica and Satureja punctata ssp. punctata from Ethiopia.",terpene_essential_oil;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
20486073,The molecular cloning of dihydroartemisinic aldehyde reductase and its implication in artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
20491066,"Computational analysis of the evolution of 1-deoxy-D-xylulose-5-phosphate Reductoisomerase, an important enzyme in plant terpene biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
21360406,Artemisinin evaluation in Romanian Artemisia annua wild plants using a new HPLC/MS method.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
21480507,In vitro evaluation of antileishmanial activity and toxicity of essential oils of Artemisia absinthium and Echinops kebericho.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
21643453,Artemisinin production in Artemisia annua: studies in planta and results of a novel delivery method for treating malaria and other neglected diseases.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
21831619,Cytotoxic activity of secondary metabolites derived from Artemisia annua L. towards cancer cells in comparison to its designated active constituent artemisinin.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
22315701,Antimalarial Effects of Iranian Flora Artemisia sieberi on Plasmodium berghei In Vivo in Mice and Phytochemistry Analysis of Its Herbal Extracts.,antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
22347230,In Vivo Antimalarial Effects of Iranian Flora Artemisia khorassanica against Plasmodium berghei and Pharmacochemistry of its Natural Components.,antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
22928313,Fumigant toxicity of plant essential oils against Camptomyia corticalis (Diptera: Cecidomyiidae).,terpene_essential_oil;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
23575629,High-level semi-synthetic production of the potent antimalarial artemisinin.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
23607933,"Toxic essential oils. Part II: chemical, toxicological, pharmacological and microbiological profiles of Artemisia annua L. volatiles.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
23703440,Comparison of antimalarial activity of Artemisia turanica extract with current drugs in vivo.,antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
25505453,Leishmanicidal activities of Artemisia annua leaf essential oil against Visceral Leishmaniasis.,terpene_essential_oil;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
25632489,Chemistry and leishmanicidal activity of the essential oil from Artemisia absinthium from Cuba.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
27085357,Effect of Rol Genes on Polyphenols Biosynthesis in Artemisia annua and Their Effect on Antioxidant and Cytotoxic Potential of the Plant.,biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
27273626,"Functional Analysis of Amorpha-4,11-Diene Synthase (ADS) Homologs from Non-Artemisinin-Producing Artemisia Species: The Discovery of Novel Koidzumiol and (+)-α-Bisabolol Synthases.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
27930305,Artemisia annua mutant impaired in artemisinin synthesis demonstrates importance of nonenzymatic conversion in terpenoid metabolism.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
28642094,Investigation of the component in Artemisia annua L. leading to enhanced antiplasmodial potency of artemisinin via regulation of its metabolism.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
30529847,"Artemisianins A-D, new stereoisomers of seco-guaianolide involved heterodimeric [4+2] adducts from Artemisia argyi induce apoptosis via enhancement of endoplasmic reticulum stress.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
32302133,"Bioactive seco-Sativene Sesquiterpenoids from an Artemisia desertorum Endophytic Fungus, Cochliobolus sativus.",terpene_essential_oil,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
32545512,Pharmacological Evaluation of Artemisia cina Crude CO(2) Subcritical Extract after the Removal of Santonin by Means of High Speed Countercurrent Chromatography.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
32670352,Insecticidal Activity of Artemisia vulgaris Essential Oil and Transcriptome Analysis of Tribolium castaneum in Response to Oil Exposure.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics;safety,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
33089682,Artatrovirenols A and B: Two Cagelike Sesquiterpenoids from Artemisia atrovirens.,terpene_essential_oil,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
35856479,Phytochemical study of Seriphidium khorassanicum (syn. Artemisia khorassanica) aerial parts: sesquiterpene lactones with anti-protozoal activity.,terpene_essential_oil;sesquiterpene_lactone;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
36014318,Sesquiterpenes from Artemisia annua and Their Cytotoxic Activities.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
38135228,"Targeted screening of the synergistic components in Artemisia annua L. leading to enhanced antiplasmodial potency of artemisinin based on a ""top down"" PD-PK approach.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
38143104,Artemdubinoids A-N: novel sesquiterpenoids with antihepatoma cytotoxicity from Artemisia dubia.,terpene_essential_oil;sesquiterpene_lactone,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
38414837,Advanced metabolic engineering strategies for increasing artemisinin yield in Artemisia annua L.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
39330912,Antimalarial Mechanisms and Resistance Status of Artemisinin and Its Derivatives.,sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
39366156,Artemisia Argyi essential oil ameliorates acetaminophen-induced hepatotoxicity via CYP2E1 and γ-glutamyl cycle reprogramming.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
40116969,Engineering scutellarin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
40223241,Mechanistic Insights into the Nonenzymatic Biosynthesis of Artemisinin and Related Natural Products: A Quantum Chemical Study.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
40451013,"Discovery of antileishmanial compounds from Artemisia umbelliformis subsp. eriantha using HeteroCovariance Approach, HetCA.",antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
40712687,Discovery of rearranged eudesmane-type sesquiterpenes from Artemisia tournefortiana.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
40804211,Synergistic formulation of Artemisia essential oils in beta-cyclodextrin: in vitro and in silico analysis of insecticidal activity against Culex pipiens.,terpene_essential_oil;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
40901832,Cadinapyridine sesquiterpene alkaloids from Artemisia annua and in vitro cytotoxicity and antiplasmodial activities.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
41028755,Single-nucleus transcriptomics reveal the morphogenesis and artemisinin biosynthesis in Artemisia annua glandular trichomes.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;antiparasitic,6,pending_manual_review,retrieved
41241305,Artemisinin attenuates quinolinic acid-induced neurotoxicity by suppressing neuroinflammatory and apoptotic gene expression in rats.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
41643954,Mechanistic insights and functional evaluation of an Artemisia annua essential oil nanoemulsion for antibacterial topical application against Staphylococcus aureus.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;genomics;safety;primary_methods,6,pending_manual_review,retrieved
41655570,Chemical Diversity and Biological Activities of the Artemisia L. Genus Beyond Antimalarial Effects.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
41877968,"Chemical composition and larvicidal efficacy of essential oils from three artemisia species endemic to the Mediterranean region against Culex pipiens (L.), insecticide-resistant vector: in vivo and in silico studies.",terpene_essential_oil;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
42507277,Chemical Profile and Insecticidal Properties of Essential Oil Obtained from Algerian Artemisia herba-alba Leaves.,terpene_essential_oil;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
42652491,Bioactivity of Artemisia dracunculus and A. absinthium Essential Oils Against Stored Product Insect Pests and Root-Knot Nematodes.,safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
7951130,Progress in the research of artemisinin-related antimalarials: an update.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;safety;primary_methods,6,pending_manual_review,retrieved
10096851,Isolation and identification of dihydroartemisinic acid from artemisia annua and its possible role in the biosynthesis of artemisinin.,sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
10479327,Isolation and identification of dihydroartemisinic acid hydroperoxide from artemisia annua: A novel biosynthetic precursor of artemisinin.,sesquiterpene_lactone,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
10486140,"Cloning, expression, and characterization of epi-cedrol synthase, a sesquiterpene cyclase from Artemisia annua L.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
11032404,"Molecular cloning, expression, and characterization of amorpha-4,11-diene synthase, a key enzyme of artemisinin biosynthesis in Artemisia annua L.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
12135497,"Fusion of farnesyldiphosphate synthase and epi-aristolochene synthase, a sesquiterpene cyclase involved in capsidiol biosynthesis in Nicotiana tabacum.",terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
12889030,Scale-up of Artemisia annua L. hairy root cultures produces complex patterns of terpenoid gene expression.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
