pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
30663350,Composition and antioxidant activity of the essential oil of Artemisia annua L.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
30683341,"Simple, Fast, and Sensitive detection of artemisinin in human serum and Artemisia annua using microsensor array coupled with electrochemiluminescent imaging technique.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
30729589,"Phenylpropanoids, flavonoids, and terpenoids from Artemisia ordosica Krasch.",terpene_essential_oil;biosynthesis_genes,chemistry,2,pending_manual_review,no_abstract
30961365,Essential oil from Artemisia annua aerial parts: composition and repellent activity against two storage pests.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
31450007,"Chloroplast genome sequences of Artemisia maritima and Artemisia absinthium: Comparative analyses, mutational hotspots in genus Artemisia and phylogeny in family Asteraceae.",biosynthesis_genes;genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
31635139,Improved Production of Industrially Important Essential Oils Through Elicitation in the Adventitious Roots of Artemisia amygdalina.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
31653200,Comprehensive transcriptome analysis of grafting onto Artemisia scoparia W. to affect the aphid resistance of chrysanthemum (Chrysanthemum morifolium T.).,biosynthesis_genes;genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
31698805,Chloroplast Genome Sequence of Artemisia scoparia: Comparative Analyses and Screening of Mutational Hotspots.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
3188918,"[Rupestonic acid, a new sesquiterpene from Artemisia rupestris L].",terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
31911352,"Phytochemical analysis and geographic assessment of flavonoids, coumarins and sesquiterpenes in Artemisia annua L. based on HPLC-DAD quantification and LC-ESI-QTOF-MS/MS confirmation.",terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,retrieved
32191371,Chloroplast genome transformation of medicinal plant Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,genomics,2,pending_manual_review,no_abstract
32197463,"Yield, Essential Oil and Quality Performances of Artemisia dracunculus, Hyssopus officinalis and Lavandula angustifolia as Affected by Arbuscular Mycorrhizal Fungi under Organic Management.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
32455592,Antimicrobial Activity of Different Artemisia Essential Oil Formulations.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
32495516,Erratum to Simultaneous determination of artemisinin and its analogues and flavonoids in Artemisia annua crude extracts with the use of NMR spectroscopy.,sesquiterpene_lactone,chemistry,2,pending_manual_review,no_abstract
32549234,Arbuscular Mycorrhizal Fungus Rhizophagus irregularis Influences Artemisia annua Plant Parameters and Artemisinin Content under Different Soil Types and Cultivation Methods.,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,retrieved
32571207,Comparative chloroplast genome analysis of Artemisia (Asteraceae) in East Asia: insights into evolutionary divergence and phylogenomic implications.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
32673966,Salicylic acid restrains arsenic induced oxidative burst in two varieties of Artemisia annua L. by modulating antioxidant defence system and artemisinin production.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,safety;primary_methods,2,pending_manual_review,retrieved
33132747,First principle study of silver nanoparticle interactions with antimalarial drugs extracted from Artemisia annua plant.,sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
33202166,Water Extract of Artemisia annua L. Exhibits Hepatoprotective Effects Through Improvement of Lipid Accumulation and Oxidative Stress-Induced Cytotoxicity.,biosynthesis_genes,safety;primary_methods,2,pending_manual_review,retrieved
33473468,"The complete chloroplast genome sequence of medicinal plant, Artemisia argyi.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
33474169,"The complete chloroplast genome of Artemisia hallaisanensis Nakai (Asteraceae), an endemic medicinal herb in Korea.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
33474361,The complete chloroplast genome and phylogeny of Artemisia selengensis in Dongting Lake.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
33533541,"Exogenous hydrogen sulphide alleviates copper stress impacts in Artemisia annua L.: Growth, antioxidant metabolism, glandular trichome development and artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics,2,pending_manual_review,retrieved
33542941,Biosynthesis and Antibacterial Activity of ZnO Nanoparticles by Artemisia aucheri Extract.,biosynthesis_genes,genomics,2,pending_manual_review,retrieved
33646407,"Complete genome sequence of artemisia virus B, a new polerovirus infecting Artemisia princeps in South Korea.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
33652853,Effect of Chitosan Coating Incorporated with Artemisia fragrans Essential Oil on Fresh Chicken Meat during Refrigerated Storage.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
33746262,Preparation and evaluation of food-grade nanoemulsion of tarragon (Artemisia dracunculus L.) essential oil: antioxidant and antibacterial properties.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
33814617,Antimalarial and anticancer properties of artesunate and other artemisinins: current development.,sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
33927629,"Artemisia dracunculus (Tarragon): A Review of Its Traditional Uses, Phytochemistry and Pharmacology.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
34021777,Selection of safe artemisinin derivatives using a machine learning-based cardiotoxicity platform and in vitro and in vivo validation.,terpene_essential_oil;sesquiterpene_lactone;genomics_phylogenomics;antiparasitic;safety,safety;primary_methods,2,pending_manual_review,retrieved
34046320,Protective effect of Artemisia absinthium on 6-hydroxydopamine-induced toxicity in SH-SY5Y cell line.,safety,safety;primary_methods,2,pending_manual_review,retrieved
34081830,"Chemical Constituent, Antimicrobial Activity, and Synergistic Effect of the Stem, Leaf, and Flower Essential Oil of the Artemisia fragrans Willd. from Khoy.",terpene_essential_oil;diterpene_triterpene;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
34133565,An investigation on the chloroplast and nuclear genomes of taxa belong to the subgenus Dracunculus (Bess.) Rydb. of Artemisia L. (Asteraceae) in Turkey.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
34324974,Arteannoides U-Z: Six undescribed sesquiterpenoids with anti-inflammatory activities from the aerial parts of Artemisia annua (Qinghao).,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
34797496,Potential Emergence of Plasmodium Resistance to Artemisinin Induced by the Use of Artemisia annua for Malaria and COVID-19 Prevention in Sub-African Region.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
34869869,"The complete chloroplast genome of Artemisia Montana (Nakai) Pamp. (Asteraceae), a traditional medicinal herb in Korea.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
34961288,"Boosted Antioxidant Effect Using a Combinatory Approach with Essential Oils from Origanum compactum, Origanum majorana, Thymus serpyllum, Mentha spicata, Myrtus communis, and Artemisia herba-alba: Mixture Design Optimization.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
35001764,Assessment of artemisinin and antioxidant activities of three wild Artemisia species of Algeria.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
35069660,"Caffeic Acid, an Allelochemical in Artemisia argyi, Inhibits Weed Growth via Suppression of Mitogen-Activated Protein Kinase Signaling Pathway and the Biosynthesis of Gibberellin and Phytoalexin.",biosynthesis_genes;genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
35096100,Study on the Multitarget Mechanism and Active Compounds of Essential Oil from Artemisia argyi Treating Pressure Injuries Based on Network Pharmacology.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
35170197,Comparative Study of the Essential Oil and Hydrosol Composition of Sweet Wormwood (Artemisia annua L.) from Serbia.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
35508595,"A comprehensive study on essential oil compositions, antioxidant, anticholinesterase and antityrosinase activities of three Iranian Artemisia species.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
35744958,Artemisia Extracts and Artemisinin-Based Antimalarials for COVID-19 Management: Could These Be Effective Antivirals for COVID-19 Treatment?,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
35752074,Artemisia Leaf Extract protects against neuron toxicity by TRPML1 activation and promoting autophagy/mitophagy clearance in both in vitro and in vivo models of MPP+/MPTP-induced Parkinson's disease.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
35766471,"Artemisia capillaris nucleorhabdovirus 1, a novel member of the genus Alphanucleorhabdovirus, identified in the Artemisia capillaris transcriptome.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
35795352,Sequence Characteristics and Phylogenetic Analysis of the Artemisia argyi Chloroplast Genome.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
35869631,50th anniversary of artemisinin: From the discovery to allele-aware genome assembly of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,genomics,2,pending_manual_review,no_abstract
35959270,Combined effects of calcium-alginate coating and Artemisia fragrance essential oil on chicken breast meat quality.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
35978085,Comparative analysis of the plastid and mitochondrial genomes of Artemisia giraldii Pamp.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
35992017,Constituent Composition and Biological Activity of Essential Oil from Artemisia sublessingiana.,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
36364129,A Composition Analysis and an Antibacterial Activity Mechanism Exploration of Essential Oil Obtained from Artemisia giraldii Pamp.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
36407543,Effects of essential oil extracted from Artemisia argyi leaf on lipid metabolism and gut microbiota in high-fat diet-fed mice.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry,2,pending_manual_review,retrieved
36471930,[Chloroplast genome structure characteristics and phylogenetic analysis of Artemisia indica].,sesquiterpene_lactone;genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
36479523,Comparative and phylogenetic analysis of complete chloroplast genomes from five Artemisia species.,sesquiterpene_lactone;genomics_phylogenomics;safety,genomics,2,pending_manual_review,retrieved
36685653,The complete chloroplast genome of an endangered plant Artemisia borotalensis (Asteraceae) and phylogenetic analysis.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
36698769,Intraspecific variation in genome size in Artemisia argyi determined using flow cytometry and a genome survey.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
36788208,Diverse structures and antihepatoma effect of sesquiterpenoid dimers from Artemisia eriopoda by AKT/STAT signaling pathway.,terpene_essential_oil;biosynthesis_genes,chemistry,2,pending_manual_review,no_abstract
36845628,Efficacy of Calcium Hydroxide/Saline versus Calcium Hydroxide/Artemisia persica Essential Oil as Intracanal Medicament to Improve Radiographic Visualization of Periapical Lesions in Necrotic Teeth: A Randomized Clinical Trial.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
36899296,Comparative analysis of complete Artemisia subgenus Seriphidium (Asteraceae: Anthemideae) chloroplast genomes: insights into structural divergence and phylogenetic relationships.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
36976653,Phylogenomics and morphological evolution of the mega-diverse genus Artemisia (Asteraceae: Anthemideae): implications for its circumscription and infrageneric taxonomy.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
37089824,Comparative assessment of hepatoprotective properties of Artesunate and flavonoids from Artemisia annua on acetaminophen and carbon tetrachloride-induced cytotoxicity in primary mice hepatocytes.,sesquiterpene_lactone,safety;primary_methods,2,pending_manual_review,retrieved
37175336,Comparative Analysis of Active Ingredients and Potential Bioactivities of Essential Oils from Artemisia argyi and A. verlotorum.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
37213685,Increased artemisinin production by promoting glandular secretory trichome formation and reconstructing the artemisinin biosynthetic pathway in Artemisia annua.,sesquiterpene_lactone,genomics,2,pending_manual_review,no_abstract
37492095,Pre-clinical toxicity assessment of Artemisia absinthium extract-loaded polymeric nanoparticles associated with their oral administration.,safety,safety;primary_methods,2,pending_manual_review,retrieved
37513290,An Estimation of the Antiviral Activity and Toxicity of Biologically Active Substances Obtained from the Raw Materials of Artemisia cina Berg. In Vitro and In Vivo.,safety,safety;primary_methods,2,pending_manual_review,retrieved
37787040,Thin layer chromatography-direct bioautography for investigation of antibacterial activities of Artemisia sieversiana Ehrhart ex Willd. essential oil.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
37836162,Essential Oils of Artemisia frigida Plants (Asteraceae): Conservatism and Lability of the Composition.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
37959876,"RETRACTED: Agrawal et al. Artemisia Extracts and Artemisinin-Based Antimalarials for COVID-19 Management: Could These Be Effective Antivirals for COVID-19 Treatment? Molecules 2022, 27, 3828.",sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
38008924,"Chemical composition, antioxidative and antimicrobial activities of essential oil of wild Artemisia annua from Ningxia, China.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
38162595,Protective impacts of Artemisia annua against hepatic toxicity induced by gentamicin.,safety,safety;primary_methods,2,pending_manual_review,retrieved
38169134,"Complete chloroplast genomes of eight Artemisia species: Comparative analysis, molecular identification, and phylogenetic analysis.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
38230759,Correction: Future antimalarials from Artemisia? A rationale for natural product mining against drug-refractory Plasmodium stages.,antiparasitic,antiparasitic,2,pending_manual_review,retrieved
38353049,"Synergistic effects of essential oils and phenolic extracts on antimicrobial activities using blends of Artemisia campestris, Artemisia herba alba, and Citrus aurantium.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
38538682,Composition and antimicrobial activity of Rosmarinus officinalis L. and Artemisia monosperma L. leaf essential oils and methanolic extracts from plants grown in normal and saline habitats in Egypt.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
38543021,"The Essential Oil Compositions of Ambrosia acanthicarpa Hook., Artemisia ludoviciana Nutt., and Gutierrezia sarothrae (Pursh) Britton & Rusby (Asteraceae) from the Owyhee Mountains of Idaho.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
38621973,[Simultaneous determination of seven artemisinin-related compounds in Artemisia annua by UPLC-QQQ-MS/MS].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,genomics,2,pending_manual_review,retrieved
38775792,Dihydroartemisinin alleviates doxorubicin-induced cardiotoxicity and ferroptosis by activating Nrf2 and regulating autophagy.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,safety;primary_methods,2,pending_manual_review,retrieved
38826031,"Utilizing a comparative approach to assess genome evolution during diploidization in Artemisia tridentata, a keystone species of western North America.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
38840044,Comparative and phylogenetic analysis of the complete chloroplast genomes of 10 Artemisia selengensis resources based on high-throughput sequencing.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
38893479,"Photochemical and Oxidative Degradation of Chamazulene Contained in Artemisia, Matricaria and Achillea Essential Oils and Setup of Protection Strategies.",terpene_essential_oil;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
38938551,Essential Oil and Smoke Components of Artemisia absinthium and Hagenia abyssinica.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
38938669,Corrigendum: Effects of essential oil extracted from Artemisia argyi leaf on lipid metabolism and gut microbiota in high-fat diet-fed mice.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry,2,pending_manual_review,retrieved
38962171,Exploring the diversity of galls on Artemisia indica induced by Rhopalomyia species through morphological and transcriptome analyses.,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
39240164,New Chlorine-Containing Sesquiterpenoid from Artemisia Blepharolepis.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
39257643,Artemisia afra essential oils inclusion in diets induces desirable effects on meat quality and fatty acid profiles of broilers chickens.,terpene_essential_oil;safety,chemistry,2,pending_manual_review,retrieved
39365449,"Complete chloroplast genome sequence of Artemisia littoricola (Asteraceae) from Dokdo Island Korea: genome structure, phylogenetic analysis, and biogeography study.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
39375847,Artemisia argyi mitigates doxorubicin-induced cardiotoxicity by inhibiting mitochondrial dysfunction through the IGF-IIR/Drp1/GATA4 signaling pathway.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
39499482,"3-Oxo-11αH-germacra-1(10) E,4Z-dien-12,6α-olide, a sesquiterpene from Artemisia sieversiana, attenuates lipopolysaccharide-induced inflammation via NF-κB/MAPK pathways and oxidative stress via ROS pathway in RAW264.7 cells.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
39590312,The Antiviral and Antimalarial Prodrug Artemisinin from the Artemisia Species: A Review.,sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
39708992,"Artemordosins A-L, cadinane-monoterpene heterodimers and sesquiterpenoids with antihepatoma activity from Artemisia ordosica.",terpene_essential_oil;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
39918166,"Therapeutic Potential of Artemisia campestris Essential Oil: Antioxidant, Anti-Inflammatory, and Anticancer Insights From In Silico Analysis.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40208317,Toxicological evaluation of Isosecotanapartholide from Artemisia vulgaris L.: oral acute and sub-acute toxicity in BALB/c mice.,safety,safety;primary_methods,2,pending_manual_review,retrieved
40228702,"Artemiyrianins A-H, guaiane-type sesquiterpenoids from Artemisia myriantha var. pleiocephala and their antihepatoma activity.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40230725,"The Complete Genome Sequence of the Moroccan endemic plant Artemisia ifranensis (Asteraceae, Asterales).",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
40284873,Ameliorative Effect of Artemisia absinthium Ethanolic Extract Against Sodium Fluoride Toxicity in Rat Testes: Histological and Physiological Study.,safety,safety;primary_methods,2,pending_manual_review,retrieved
40286231,Green Extraction of Volatile Terpenes from Artemisia annua L.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40329327,Ingestion of Artemisia argyit essential oil combats Salmonella pullorum infections by altering gut microbiota composition in chicks.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40387081,Exploring Chemical Variability in the Essential Oil of Artemisia absinthium L. in Relation to Different Phenological Stages and Geographical Location.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40427237,"The Beneficial Use of Artemisia annua, Artemisinin, and Other Compounds in Animal Health.",sesquiterpene_lactone;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
40427629,"Chemical Composition, Antioxidant, and Enzyme Inhibitory Activities of Artemisia schmidtiana Maxim. Essential Oil.",terpene_essential_oil;diterpene_triterpene;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
40431412,"Artemisiae Iwayomogii Herba Protects Dopaminergic Neurons Against 1-Methyl-4-phenylpyridinium/1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine Neurotoxicity in Models of Parkinson's Disease.",biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
40547542,The complete chloroplast genome of Artemisia selengensis Turcz var. shansiensis (Qinghao in Chinese).,genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
40631698,"Evaluating the potential of Artemisia annua essential oil for controlling Hyphantria cunea (Lepidoptera: Erebidae): effects on larval development, immune function, and enzymatic activities.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40644687,"Unleashing the Potential: Exploring the Chemical Composition, Insecticidal Prowess, and Antibacterial Power of Artemisia gmelinii Essential Oil.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
40779026,Novel quinoline derivative and Artemisia spicigera alleviates against propanil-induced toxicity: the in vitro and in vivo biological evaluation.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
41103328,Artemisia argyi essential oil modulates lipid metabolism via linoleic acid and glycerophospholipid pathways in high-fat diet-induced obese mice.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry,2,pending_manual_review,retrieved
41448490,Augmenting the cytotoxicity and apoptosis induction of green synthesized copper oxide nanoparticles from Artemisia sieberi by combining with tamoxifen: Mechanism involving Bax/Bcl-2 modulation.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
41915655,Predicted antiviral potential of phytochemicals prolific in Cleistanthus bracteosus Jabl. and essential oils of Artemisia scoparia and Thuja orientalis against Nipah virus and Human metapneumovirus: An AI-driven in-silico study.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
41998152,The protective role of Artemisia annua against chlorpyrifos toxicity in Nile tilapia.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
42058245,The Antimicrobial and Antibiofilm Potential of Citrus Aurantium and Artemisia Annua Essential Oils Nanoemulsions.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
42097054,6-Hydroxycoumarin from Artemisia lavandulaefolia Induces Multimodal Toxicity in Solenopsis invicta via behavioral inhibition and mitochondrial disruption.,biosynthesis_genes;safety,safety;primary_methods,2,pending_manual_review,retrieved
42139187,Genetic enhancement of Davana (Artemisia pallens Wall. ex DC.) through induced mutagenesis for essential oil yield and its chemical profile.,terpene_essential_oil;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
42175621,"One-step, two-step: Whole-genome-duplication pathways in Artemisia tridentata and potential consequences for genome evolution.",genomics_phylogenomics,genomics,2,pending_manual_review,retrieved
42359399,"Optimized extraction, odor modulation, and antioxidant and antimicrobial activities of blue essential oil from Artemisia umbrosa.",terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
42462527,"Capillarisin, a coumarin from Artemisia capillaris, alleviates APAP hepatotoxicity by targeting GSK3β/Nrf2 to suppress ferroptosis.",biosynthesis_genes;genomics_phylogenomics;safety,safety;primary_methods,2,pending_manual_review,retrieved
4675859,[Studies on sesquiterpene lactones. 8. Chemical constitution of the ratoons of Artemisia feddei collected in Kochi Prefecture].,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,no_abstract
4738648,[Studies on sesquiterpenelactones. IX. Seasonal variation of chemical constitution of Artemisia feddei collected in Kochi prefecture].,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
4963443,Antibacterial action of essential oils of Artemisia as an ecological factor. I. Antibacterial action of the volatile oils of Artemisia tridentata and Artemisia nova on aerobic bacteria.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
5119016,Monoterpenes of some Artemisia and Tanacetum species grown in England.,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
5529836,[Studies on sesquiterpenelactones. 3. Chemical consiitution of mature plants of Artemisia sp].,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
5556509,Allergic contact dermatitis caused by Artemisia and Chrysanthemum species. The role of sesquiterpene lactones.,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,no_abstract
5649859,Antibacterial action of essential oils of Artemisia as an ecological factor. II. Antibacterial action of the volatile oils of Artemisia tridentata (big sagebrush) on bacteria from the rumen of mule deer.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
6043701,Sesquiterpene lactones of Artemisia species. 3. Arglanine from Artemisia douglasiana Bess.,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,no_abstract
6047536,Sesquiterpene lactones of artemisia species. IV. Douglanine from Artemisia douglasiana Bess.,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,pending_manual_review,no_abstract
7162537,The anthelmintic efficacy of Artemisia herba-alba against Haemonchus contortus infection in goats.,antiparasitic,antiparasitic,2,pending_manual_review,retrieved
7341156,[Pharmacological studies on the antiasthmatic principle of essential oil of artemisia argyi--terpinenol-4 (author's transl)].,terpene_essential_oil;safety,chemistry,2,pending_manual_review,no_abstract
7463310,[Studies on sesquiterpenelactones. VI. Chemical constitution of Artemisia feddei Lev. et Van (author's transl)].,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
8021651,"Mucus synthesis and sulfhydryl groups in cytoprotection mediated by dehydroleucodine, a sesquiterpene lactone.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry,2,pending_manual_review,retrieved
8205606,Antifungal activity of essential oil from Artemisia afra Jacq.,terpene_essential_oil,chemistry,2,pending_manual_review,retrieved
854549,[Chemical study of Artemisia pontica essential oil (author's transl)].,terpene_essential_oil,chemistry,2,pending_manual_review,no_abstract
9037139,State of the art of the production of the antimalarial compound artemisinin in plants.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
9369092,Artemisinin: an endoperoxidic antimalarial from Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic,2,pending_manual_review,no_abstract
9702527,EPR evidence for the involvement of free radicals in the iron-catalysed decomposition of qinghaosu (artemisinin) and some derivatives; antimalarial action of some polycyclic endoperoxides.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic,2,pending_manual_review,retrieved
11141102,Guaiane dimers and germacranolide from Artemisia caruifolia.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,primary_methods,1,pending_manual_review,retrieved
11181083,Purification and characterization of an enzyme involved in biochemical transformation of arteannuin B to artemisinin from Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,primary_methods,1,pending_manual_review,retrieved
11449517,A new germacranolide from Artemisia pallens.,terpene_essential_oil;sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
14746350,Thirteen-week repeated dose toxicity study of wormwood (Artemisia absinthium) extract in rats.,safety,safety,1,pending_manual_review,retrieved
16572925,Assessment of the toxicity of Artemisia inculta extract on the bone marrow of mice infected with schistosomiasis.,safety,safety,1,pending_manual_review,retrieved
16952365,"Direct analysis of artemisinin from Artemisia annua L. using high-performance liquid chromatography with evaporative light scattering detector, and gas chromatography with flame ionization detector.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
17238081,Selection of high artemisinin yielding Artemisia annua.,sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
17367969,Acute and chronic toxicity of the aqueous extract of Artemisia afra in rodents.,safety,safety,1,pending_manual_review,retrieved
17500366,TLC-densitometric analysis of artemisinin for the rapid screening of high-producing plantlets of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
18191938,Toxicity of artemisinin [Artemisia annua L.] in two different periods of pregnancy in Wistar rats.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,safety,1,pending_manual_review,retrieved
18386496,Artemisinin production by shoot regeneration of Artemisia annua L. using thidiazuron.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
18666951,Nitric oxide potentiates oligosaccharide-induced artemisinin production in Artemisia annua hairy roots.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
19016136,"Effects of low-dose gamma irradiation on artemisinin content and amorpha-4,11-diene synthase activity in Artemisia annua L.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
20722571,An exceptional case of acute renal failure: is there a renal toxicity of Artemisia herba-alba?,safety,safety,1,pending_manual_review,retrieved
